trialID,Participant,isPractice,LayoutBlockNum,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Y,ResponsePos_Z,AnsPos_X,AnsPos_Y,AnsPos_Z,TargetName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,1,rotate,3,3,1,0,False,False,False,True,71.310200,72.353670,2.025395,0.000000,1.238800,2.102798,0.000000,1.229415,Stripes Decoy Target,0.260748,0.912751,0.201243
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,0,rotate,3,3,2,80,False,False,True,False,89.379510,91.503710,1.389861,0.000000,2.205075,1.504774,0.000000,2.155950,Stripes Decoy Target,0.163978,0.917341,0.265144
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,1,rotate,3,3,2,80,False,False,True,False,91.503710,92.684350,0.603970,0.000000,1.336934,0.575812,0.000000,1.414769,Dotted Decoy Target,0.122114,0.877288,0.237251
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,0,rotate,3,3,2,80,False,False,False,True,97.697590,99.403120,0.634719,0.000000,1.353650,0.575812,0.000000,1.414769,Dotted Decoy Target,0.101056,0.904486,0.274818
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,1,rotate,3,3,2,80,False,False,False,True,99.403120,100.447500,1.313786,0.000000,2.174290,1.504774,0.000000,2.155950,Stripes Decoy Target,0.183245,0.979212,0.355770
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,0,rotate,3,3,0,40,False,True,False,False,105.461500,108.447300,0.376793,0.000000,1.647370,0.076902,0.000000,1.735412,Blue Physical Target,0.122894,0.930309,0.340932
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,1,rotate,3,3,0,40,False,True,False,False,108.447300,109.906900,-0.920746,0.000000,1.732868,-0.918072,0.000000,1.624299,Green Physical Target,-0.109011,0.981133,0.321670
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,0,none,-1,3,0,0,True,False,False,False,12.002240,13.693830,-0.939304,0.000000,2.326931,-0.924165,0.000000,2.576354,Blue Virtual Target,-0.043464,0.955559,0.353140
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,1,none,-1,3,0,0,True,False,False,False,13.693830,14.901020,-0.213054,0.000000,3.653544,-0.349930,0.000000,3.371509,Green Virtual Target,0.010370,0.984348,0.405881
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,0,none,-1,3,0,0,False,False,True,False,31.914420,33.179750,0.832202,0.000000,3.354115,0.961622,0.000000,3.513318,Dotted Decoy Target,0.104697,0.939305,0.366176
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,1,none,-1,3,0,0,False,False,True,False,33.179750,34.344810,-0.659399,0.000000,1.652000,-0.681141,0.000000,1.509098,Stripes Decoy Target,-0.028158,0.927569,0.301346
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,0,none,-1,3,0,0,False,False,False,True,39.346330,41.122590,-0.675275,0.000000,1.583831,-0.681141,0.000000,1.509098,Stripes Decoy Target,-0.023911,0.903065,0.284388
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,1,none,-1,3,0,0,False,False,False,True,41.122590,42.400360,0.982293,0.000000,3.220741,0.961622,0.000000,3.513318,Dotted Decoy Target,0.129059,0.950142,0.385032
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,0,none,-1,3,1,0,False,False,True,False,59.400680,61.010880,1.144551,0.000000,3.797697,0.991425,0.000000,3.455250,Dotted Decoy Target,0.136932,0.935009,0.414627
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,1,none,-1,3,1,0,False,False,True,False,61.010880,61.979570,0.192428,0.000000,2.364418,0.196544,0.000000,2.324186,Stripes Decoy Target,0.077298,0.904361,0.375335
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,0,none,-1,3,1,0,False,False,False,True,66.982770,69.038400,1.080606,0.000000,3.158154,0.196544,0.000000,2.324186,Stripes Decoy Target,0.157206,0.918890,0.424255
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,1,none,-1,3,1,0,False,False,False,True,69.038400,70.135210,1.000229,0.000000,3.184904,0.991425,0.000000,3.455250,Dotted Decoy Target,0.140845,0.930865,0.424294
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,0,none,-1,3,2,0,False,False,True,False,87.148830,88.537860,0.559343,0.000000,2.318028,0.357979,0.000000,2.485167,Dotted Decoy Target,0.115437,0.898555,0.373959
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,1,none,-1,3,2,0,False,False,True,False,88.537860,89.398420,0.857190,0.000000,1.299103,0.829133,0.000000,1.400020,Stripes Decoy Target,0.204776,0.830685,0.279436
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,0,none,-1,3,2,0,False,False,False,True,94.411800,95.842620,0.931769,0.000000,1.617563,0.829133,0.000000,1.400020,Stripes Decoy Target,0.165503,0.841441,0.306930
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,1,none,-1,3,2,0,False,False,False,True,95.842620,96.742540,0.346049,0.000000,2.442435,0.357979,0.000000,2.485167,Dotted Decoy Target,0.060685,0.893932,0.372194
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,0,none,-1,3,0,0,False,True,False,False,101.745100,103.953700,-0.913567,0.000000,3.704039,-0.924165,0.000000,2.576354,Blue Virtual Target,-0.018071,1.021017,0.389134
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,1,none,-1,3,0,0,False,True,False,False,103.953700,105.675200,-0.725924,0.000000,3.588133,-0.349930,0.000000,3.371509,Green Virtual Target,-0.000104,1.020206,0.382617
P1002,3,True,0,0,3,C,virtualRotate,virtualTarget,0,rotate,1,2,0,80,True,False,False,False,12.000300,13.915100,0.911932,0.000000,3.251565,0.854809,0.000000,3.377802,Blue Virtual Target,0.121250,0.949952,0.409212
P1002,3,True,0,0,3,C,virtualRotate,virtualTarget,1,rotate,1,2,0,80,True,False,False,False,13.915100,15.331220,-0.193250,0.000000,1.604582,-0.344546,0.000000,1.553759,Green Virtual Target,0.020604,0.899808,0.318601
P1002,3,True,0,0,3,C,virtualRotate,virtualTarget,0,rotate,1,2,0,80,False,False,True,False,32.342130,33.970790,-0.665976,0.000000,2.397366,-0.642489,0.000000,2.540368,Dotted Decoy Target,-0.044226,0.952484,0.369889
P1002,3,True,0,0,3,C,virtualRotate,virtualTarget,1,rotate,1,2,0,80,False,False,True,False,33.970790,34.872990,0.080079,0.000000,1.568997,0.084976,0.000000,1.606732,Stripes Decoy Target,0.053366,0.881946,0.326152
P1002,3,True,0,0,3,C,virtualRotate,virtualTarget,0,rotate,1,2,0,80,False,False,False,True,39.874520,42.580490,0.678627,0.000000,2.708273,0.084976,0.000000,1.606732,Stripes Decoy Target,0.105537,0.982558,0.342005
P1002,3,True,0,0,3,C,virtualRotate,virtualTarget,1,rotate,1,2,0,80,False,False,False,True,42.580490,43.678600,-0.669282,0.000000,2.209874,-0.642489,0.000000,2.540368,Dotted Decoy Target,-0.008615,0.983679,0.325219
P1002,3,True,0,0,3,C,virtualRotate,virtualTarget,0,rotate,1,2,1,40,False,False,True,False,60.704800,62.177620,1.048708,0.000000,1.102529,1.092961,0.000000,1.069274,Stripes Decoy Target,0.175390,0.863841,0.141060
P1002,3,True,0,0,3,C,virtualRotate,virtualTarget,1,rotate,1,2,1,40,False,False,True,False,62.177620,63.163110,3.534204,0.000000,0.877234,3.261982,0.000000,0.851831,Dotted Decoy Target,0.352804,0.956285,0.097242
P1002,3,True,0,0,3,C,virtualRotate,virtualTarget,0,rotate,1,2,1,40,False,False,False,True,68.163260,69.854840,1.258553,0.000000,1.222791,1.092961,0.000000,1.069274,Stripes Decoy Target,0.193811,0.921173,0.193347
P1002,3,True,0,0,3,C,virtualRotate,virtualTarget,1,rotate,1,2,1,40,False,False,False,True,69.854840,70.857510,3.470351,0.000000,0.699468,3.261982,0.000000,0.851831,Dotted Decoy Target,0.329531,0.997781,0.097567
P1002,3,True,0,0,3,C,virtualRotate,virtualTarget,0,rotate,1,2,0,80,False,True,False,False,75.871030,78.565830,-0.331354,0.000000,2.366896,0.854809,0.000000,3.377802,Blue Virtual Target,0.046609,1.024913,0.381665
P1002,3,True,0,0,3,C,virtualRotate,virtualTarget,1,rotate,1,2,0,80,False,True,False,False,78.565830,80.200640,-0.639019,0.000000,2.419136,-0.344546,0.000000,1.553759,Green Virtual Target,0.030317,1.035666,0.347725
P1002,4,True,0,1,0,D,virtualRotate,virtualTarget,0,rotate,1,2,0,40,True,False,False,False,12.012420,13.956470,0.552940,0.000000,3.750471,0.198330,0.000000,3.454432,Green Virtual Target,0.076752,1.013831,0.491814
P1002,4,True,0,1,0,D,virtualRotate,virtualTarget,1,rotate,1,2,0,40,True,False,False,False,13.956470,15.567640,-0.979864,0.000000,1.393111,-0.903165,0.000000,1.306199,Blue Virtual Target,-0.100015,0.972492,0.307531
P1002,4,True,0,1,0,D,virtualRotate,virtualTarget,0,rotate,1,2,0,40,False,False,True,False,32.581510,34.078870,0.744682,0.000000,2.278873,0.596642,0.000000,2.473319,Stripes Decoy Target,0.135391,0.921877,0.384749
P1002,4,True,0,1,0,D,virtualRotate,virtualTarget,1,rotate,1,2,0,40,False,False,True,False,34.078870,35.191630,0.700310,0.000000,1.330628,0.711773,0.000000,1.357193,Dotted Decoy Target,0.169185,0.867228,0.322499
P1002,4,True,0,1,0,D,virtualRotate,virtualTarget,0,rotate,1,2,0,40,False,False,False,True,40.205440,41.664910,0.812911,0.000000,1.368422,0.711773,0.000000,1.357193,Dotted Decoy Target,0.109970,0.874030,0.236142
P1002,4,True,0,1,0,D,virtualRotate,virtualTarget,1,rotate,1,2,0,40,False,False,False,True,41.664910,42.511780,0.635200,0.000000,2.378414,0.596642,0.000000,2.473319,Stripes Decoy Target,0.060183,0.939774,0.317623
P1002,4,True,0,1,0,D,virtualRotate,virtualTarget,0,rotate,1,2,1,80,False,False,True,False,59.524240,60.718460,2.392542,0.000000,1.563512,2.292269,0.000000,1.619299,Dotted Decoy Target,0.234893,0.932593,0.238930
P1002,4,True,0,1,0,D,virtualRotate,virtualTarget,1,rotate,1,2,1,80,False,False,True,False,60.718460,61.732670,0.345740,0.000000,1.785980,0.165432,0.000000,1.635738,Stripes Decoy Target,0.055164,0.933543,0.274624
P1002,4,True,0,1,0,D,virtualRotate,virtualTarget,0,rotate,1,2,1,80,False,False,False,True,66.744090,68.246020,1.931911,0.000000,1.478050,2.292269,0.000000,1.619299,Dotted Decoy Target,0.174365,0.979316,0.170659
P1002,4,True,0,1,0,D,virtualRotate,virtualTarget,1,rotate,1,2,1,80,False,False,False,True,68.246020,69.051500,0.301578,0.000000,1.691570,0.165432,0.000000,1.635738,Stripes Decoy Target,0.052829,0.971255,0.236624
P1002,4,True,0,1,0,D,virtualRotate,virtualTarget,0,rotate,1,2,0,40,False,True,False,False,74.065060,76.677280,-0.672206,0.000000,1.428544,-0.903165,0.000000,1.306199,Blue Virtual Target,-0.087583,0.980561,0.305138
P1002,4,True,0,1,0,D,virtualRotate,virtualTarget,1,rotate,1,2,0,40,False,True,False,False,76.677280,77.995090,1.380550,0.000000,3.217781,0.198330,0.000000,3.454432,Green Virtual Target,0.156277,1.080774,0.402940
P1002,0,False,0,0,0,C,virtualRotate,virtualTarget,0,rotate,0,3,0,80,True,False,False,False,12.013440,14.207810,-0.124148,0.000000,1.558523,-0.259105,0.000000,1.608174,Blue Virtual Target,-0.003153,0.884838,0.348370
P1002,0,False,0,0,0,C,virtualRotate,virtualTarget,1,rotate,0,3,0,80,True,False,False,False,14.207810,15.582780,0.680457,0.000000,3.358822,0.248775,0.000000,3.567441,Green Virtual Target,0.092308,0.985570,0.474245
P1002,0,False,0,0,0,C,virtualRotate,virtualTarget,0,rotate,0,3,0,80,False,False,True,False,32.620190,34.148180,0.658482,0.000000,2.814212,0.608409,0.000000,2.630198,Dotted Decoy Target,0.081051,0.940631,0.422004
P1002,0,False,0,0,0,C,virtualRotate,virtualTarget,1,rotate,0,3,0,80,False,False,True,False,34.148180,34.911140,-0.259088,0.000000,1.608254,-0.383559,0.000000,1.379112,Stripes Decoy Target,-0.011718,0.908375,0.347538
P1002,0,False,0,0,0,C,virtualRotate,virtualTarget,0,rotate,0,3,0,80,False,False,False,True,39.914210,41.775420,0.392378,0.000000,2.243745,0.608409,0.000000,2.630198,Dotted Decoy Target,0.116938,0.884852,0.453707
P1002,0,False,0,0,0,C,virtualRotate,virtualTarget,1,rotate,0,3,0,80,False,False,False,True,41.775420,42.608360,-0.351208,0.000000,1.284678,-0.383559,0.000000,1.379112,Stripes Decoy Target,-0.014695,0.843774,0.356551
P1002,0,False,0,0,0,C,virtualRotate,virtualTarget,0,rotate,0,3,1,0,False,False,True,False,59.609250,60.859970,-1.756370,0.000000,0.698420,-2.056947,0.000000,0.770743,Dotted Decoy Target,-0.237725,0.876480,0.246873
P1002,0,False,0,0,0,C,virtualRotate,virtualTarget,1,rotate,0,3,1,0,False,False,True,False,60.859970,61.775990,-3.000238,0.000000,0.295273,-3.324864,0.000000,0.357897,Stripes Decoy Target,-0.287468,0.953851,0.183630
P1002,0,False,0,0,0,C,virtualRotate,virtualTarget,0,rotate,0,3,1,0,False,False,False,True,66.788330,67.940960,-1.713089,0.000000,0.588737,-2.056947,0.000000,0.770743,Dotted Decoy Target,-0.257574,0.860234,0.237398
P1002,0,False,0,0,0,C,virtualRotate,virtualTarget,1,rotate,0,3,1,0,False,False,False,True,67.940960,68.607590,-3.252968,0.000000,0.239423,-3.324864,0.000000,0.357897,Stripes Decoy Target,-0.332371,0.944332,0.160252
P1002,0,False,0,0,0,C,virtualRotate,virtualTarget,0,rotate,0,3,2,40,False,False,True,False,85.635380,86.592900,-1.243239,0.000000,1.265160,-0.980050,0.000000,1.276152,Stripes Decoy Target,-0.179729,0.815840,0.327551
P1002,0,False,0,0,0,C,virtualRotate,virtualTarget,1,rotate,0,3,2,40,False,False,True,False,86.592900,87.496170,-3.180991,0.000000,1.106047,-3.335434,0.000000,1.116155,Dotted Decoy Target,-0.293828,0.934000,0.205801
P1002,0Participant,trialID,isPractice,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Z,AnsPos_X,AnsPos_Z,AnsName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z,BlueVirtual_X,BlueVirtual_Z,GreenVirtual_X,GreenVirtual_Z,BluePhysical_X,BluePhysical_Z,GreenPhysical_X,GreenPhysical_Z,Dotted_X,Dotted_Z,Striped_X,Striped_Z
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,2,0,80,False,False,False,True,29,029540,36,608540,-0,433469,1,394564,-0,065904,2,473915,Dotted Decoy Target,0,160467,0,949105,0,231109,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,-0,065904,2,473915,-0,691762,1,470107
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,2,0,80,False,False,False,True,36,608540,38,329660,-0,423718,1,489084,-0,691762,1,470107,Stripes Decoy Target,0,173849,0,950403,0,235894,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,-0,065904,2,473915,-0,691762,1,470107
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,2,1,40,False,False,False,True,60,356950,63,051360,1,759311,0,471871,1,246183,0,953306,Dotted Decoy Target,0,311005,0,889094,-0,152452,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,1,246183,0,953306,2,680496,0,078417
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,2,1,40,False,False,False,True,63,051360,64,579730,1,893362,0,196491,2,680496,0,078417,Stripes Decoy Target,0,322351,0,889580,-0,170284,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,1,246183,0,953306,2,680496,0,078417
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,2,0,80,False,True,False,False,69,581720,72,662990,-0,274305,1,344140,0,760580,1,509928,Blue Virtual Target,0,062049,0,851297,0,217403,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,1,246183,0,953306,2,680496,0,078417
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,2,0,80,False,True,False,False,72,662990,74,050520,-0,230135,1,448887,-0,731754,1,506639,Green Virtual Target,0,075213,0,871449,0,200571,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,1,246183,0,953306,2,680496,0,078417
P1002,1,True,0,1,Pracitce,virtualStatic,virtualTarget,0,none,-1,2,0,0,False,False,False,True,29,040790,30,457740,0,629667,1,282008,0,310728,2,449695,Dotted Decoy Target,0,243833,0,767125,0,286370,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,0,310728,2,449695,0,926608,1,014182
P1002,1,True,0,1,Pracitce,virtualStatic,virtualTarget,1,none,-1,2,0,0,False,False,False,True,30,457740,31,498660,0,677034,1,440124,0,926608,1,014182,Stripes Decoy Target,0,238167,0,776027,0,287290,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,0,310728,2,449695,0,926608,1,014182
P1002,1,True,0,1,Pracitce,virtualStatic,virtualTarget,0,none,-1,2,1,0,False,False,False,True,53,526840,55,664910,-0,062380,2,830031,-0,525952,3,493846,Dotted Decoy Target,0,164332,1,018690,0,342098,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,-0,525952,3,493846,0,107591,2,575886
P1002,1,True,0,1,Pracitce,virtualStatic,virtualTarget,1,none,-1,2,1,0,False,False,False,True,55,664910,56,499820,0,242685,2,122033,0,107591,2,575886,Stripes Decoy Target,0,190271,1,005352,0,322303,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,-0,525952,3,493846,0,107591,2,575886
P1002,1,True,0,1,Pracitce,virtualStatic,virtualTarget,0,none,-1,2,0,0,False,True,False,False,61,513900,64,011660,0,493508,1,513050,0,760580,1,509928,Blue Virtual Target,0,257245,0,879429,0,171044,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,-0,525952,3,493846,0,107591,2,575886
P1002,1,True,0,1,Pracitce,virtualStatic,virtualTarget,1,none,-1,2,0,0,False,True,False,False,64,011660,65,276110,-0,483467,1,393460,-0,731754,1,506639,Green Virtual Target,0,107013,0,880478,0,180519,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,-0,525952,3,493846,0,107591,2,575886
P1002,2,True,0,2,Pracitce,physicalStatic,physicalTarget,0,none,-1,3,0,0,False,False,False,True,29,014180,30,666560,0,279172,1,400381,0,676105,1,612588,Stripes Decoy Target,0,080093,0,792974,0,256273,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,-0,726737,2,538020,0,676105,1,612588
P1002,2,True,0,2,Pracitce,physicalStatic,physicalTarget,1,none,-1,3,0,0,False,False,False,True,30,666560,31,374000,-0,371578,1,861598,-0,726737,2,538020,Dotted Decoy Target,0,023267,0,819432,0,242930,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,-0,726737,2,538020,0,676105,1,612588
P1002,2,True,0,2,Pracitce,physicalStatic,physicalTarget,0,none,-1,3,1,0,False,False,False,True,53,401430,55,775300,0,249955,1,823187,0,831280,3,362339,Stripes Decoy Target,0,084222,0,800984,0,269161,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,-0,735689,2,668466,0,831280,3,362339
P1002,2,True,0,2,Pracitce,physicalStatic,physicalTarget,1,none,-1,3,1,0,False,False,False,True,55,775300,56,303790,0,037370,2,129254,-0,735689,2,668466,Dotted Decoy Target,0,070703,0,811088,0,265940,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,-0,735689,2,668466,0,831280,3,362339
P1002,2,True,0,2,Pracitce,physicalStatic,physicalTarget,0,none,-1,3,2,0,False,False,False,True,78,330270,79,913440,0,502955,1,787738,0,431801,2,219404,Dotted Decoy Target,0,172037,0,793732,0,292893,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,0,431801,2,219404,0,596324,1,377550
P1002,2,True,0,2,Pracitce,physicalStatic,physicalTarget,1,none,-1,3,2,0,False,False,False,True,79,913440,80,387450,0,290680,1,971089,0,596324,1,377550,Stripes Decoy Target,0,144910,0,800987,0,291729,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,0,431801,2,219404,0,596324,1,377550
P1002,2,True,0,2,Pracitce,physicalStatic,physicalTarget,0,none,-1,3,0,0,False,True,False,False,85,400380,86,913080,-0,134580,1,626654,-0,731754,1,506639,Green Physical Target,0,088700,0,787692,0,273452,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,0,431801,2,219404,0,596324,1,377550
P1002,2,True,0,2,Pracitce,physicalStatic,physicalTarget,1,none,-1,3,0,0,False,True,False,False,86,913080,87,456250,0,413973,1,656939,0,760580,1,509928,Blue Physical Target,0,166500,0,782282,0,294998,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,0,431801,2,219404,0,596324,1,377550
P1002,3,True,0,3,Pracitce,physicalRotate,physicalTarget,0,rotate,2,2,0,80,False,False,False,True,29,041910,31,165370,-0,305973,1,805457,-0,211113,3,516373,Stripes Decoy Target,0,162033,0,792182,0,254049,0,760580,1,509928,-0,731754,1,506639,0,760580,1,509928,-0,731754,1,506639,0,747759,1,499074,-0,211113,3,516373
